Slime ID, Wave Number, Player Distance Fitness, Parent One, Parent Two, Main Type, Secondary Type,Main Resistance Gene, Main Resistance Trait, Secondary Resistance Gene, Secondary Resistance Trait, Slime View Range Gene, Slime View Range Trait, Tower View Range Gene, Tower View Range Trait, Player View Range Gene, Player View Range Trait, Wall View Range Gene, Wall View Range Trait, Sheep View Range Gene, Sheep View Range Trait, Slime Attraction Gene, Slime Attraction Trait, Tower Attraction Gene, Tower Attraction Trait, Player Attraction Gene, Player Attraction Trait, Wall Attraction Gene, Wall Attraction Trait, Sheep Attraction Gene, Sheep Attraction Trait, Slime Optimal Distance Gene, Slime Optimal Distance Trait, Speed Gene, Speed Trait, Turn Rate Gene, Turn Rate Trait, Sprint Duration Gene, Sprint Duration Trait, Sprint Cooldown Gene, Sprint Cooldown Trait, 
10,0,88160.4,N/A,N/A,Acid,Blaster,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
11,0,133888,N/A,N/A,Fire,Laser,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
12,0,92424.5,N/A,N/A,Acid,Lightning,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
13,0,128367.2,N/A,N/A,Player,Blaster,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
14,0,112504.2,N/A,N/A,Laser,Blaster,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
15,0,95827.13,N/A,N/A,Ice,Player,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
16,0,113956.3,N/A,N/A,Balanced,Acid,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
17,0,107216.8,N/A,N/A,Laser,Blaster,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
18,0,102941.8,N/A,N/A,Balanced,Acid,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
19,0,84663.47,N/A,N/A,Ice,Fire,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
20,0,141224,N/A,N/A,Lightning,Blaster,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
21,0,119465.3,N/A,N/A,Balanced,Laser,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
22,0,89428.27,N/A,N/A,Balanced,Balanced,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
23,0,126574.4,N/A,N/A,Player,Player,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
24,0,91192.24,N/A,N/A,Ice,Balanced,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
25,0,90542,N/A,N/A,Acid,Fire,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
26,0,179315.2,N/A,N/A,Lightning,Laser,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
27,0,110594.1,N/A,N/A,Laser,Ice,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
28,0,103755.3,N/A,N/A,Fire,Ice,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
29,0,100855.6,N/A,N/A,Ice,Laser,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
30,0,87291.69,N/A,N/A,Balanced,Ice,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
31,0,123400.3,N/A,N/A,Acid,Balanced,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
32,0,94005.87,N/A,N/A,Balanced,Laser,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
33,0,121864.4,N/A,N/A,Ice,Player,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
34,0,192443.2,N/A,N/A,Lightning,Fire,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
35,0,102485.1,N/A,N/A,Blaster,Acid,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
36,0,172748.6,N/A,N/A,Lightning,Balanced,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
37,0,126570,N/A,N/A,Balanced,Lightning,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
38,0,108650.1,N/A,N/A,Blaster,Fire,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
39,0,124539,N/A,N/A,Player,Fire,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
40,0,108970.8,N/A,N/A,Balanced,Ice,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
41,0,107393.6,N/A,N/A,Fire,Acid,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
42,0,88352.16,N/A,N/A,Fire,Blaster,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
43,0,119694.9,N/A,N/A,Acid,Ice,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
44,0,89718.22,N/A,N/A,Fire,Player,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
45,0,170524.2,N/A,N/A,Lightning,Fire,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
46,0,116177.5,N/A,N/A,Blaster,Acid,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
47,0,114546.6,N/A,N/A,Laser,Fire,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
48,0,182039.2,N/A,N/A,Lightning,Laser,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
49,0,96891.45,N/A,N/A,Blaster,Laser,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
50,0,90922.18,N/A,N/A,Ice,Balanced,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
51,0,113356.8,N/A,N/A,Player,Blaster,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
52,0,95726.68,N/A,N/A,Acid,Fire,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
53,0,117263.8,N/A,N/A,Ice,Ice,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
54,0,103426.5,N/A,N/A,Blaster,Laser,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
55,0,86871.13,N/A,N/A,Fire,Lightning,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
56,0,111301.3,N/A,N/A,Acid,Balanced,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
57,0,119265.4,N/A,N/A,Ice,Ice,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
58,0,109937.7,N/A,N/A,Ice,Acid,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
59,0,81733.77,N/A,N/A,Fire,Ice,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
60,0,153235.7,N/A,N/A,Laser,Lightning,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
61,0,112508.7,N/A,N/A,Acid,Lightning,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
62,0,82794.49,N/A,N/A,Acid,Laser,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
63,0,111632.4,N/A,N/A,Ice,Acid,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
64,0,81097.48,N/A,N/A,Blaster,Blaster,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
65,0,83434.51,N/A,N/A,Balanced,Player,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
66,0,110159.3,N/A,N/A,Player,Laser,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
67,0,127869.3,N/A,N/A,Acid,Acid,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
68,0,108751.2,N/A,N/A,Balanced,Balanced,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
69,0,104720.2,N/A,N/A,Laser,Fire,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
70,0,93145.27,N/A,N/A,Player,Balanced,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
71,0,113994.8,N/A,N/A,Acid,Ice,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
72,0,84039.63,N/A,N/A,Acid,Blaster,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
73,0,115727.1,N/A,N/A,Blaster,Ice,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
74,0,98976.18,N/A,N/A,Blaster,Lightning,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
75,0,100171.8,N/A,N/A,Acid,Acid,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
76,0,113385.2,N/A,N/A,Laser,Lightning,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
77,0,117354.6,N/A,N/A,Blaster,Laser,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
78,0,104377.2,N/A,N/A,Ice,Fire,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
79,0,155905.9,N/A,N/A,Fire,Blaster,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
80,0,141554.7,N/A,N/A,Acid,Player,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
81,0,117658.8,N/A,N/A,Player,Lightning,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
82,0,96652.76,N/A,N/A,Acid,Player,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
83,0,110778.3,N/A,N/A,Ice,Player,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
84,0,85015.09,N/A,N/A,Blaster,Lightning,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
85,0,95453.48,N/A,N/A,Player,Player,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
86,0,108442.1,N/A,N/A,Player,Fire,0,0.2689414,0,0.2689414,0,8.5,0,6.109887,0,3.689414,0,5.034122,0,5.034122,0,0.5,0,-0.4621171,0,0.09966791,0,-0.8807971,0,0.7310586,0,0.2449187,0,2.514752,0,0.1824255,0,2.5,0,2.5,
